n_neighbors,n_components,min_dist,min_cluster_size,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,noise_ratio,sil_norm,ch_norm,db_norm,db_inv_norm,combined_score
5,5,0.5,40,10,0.32457584142684937,744.4721069335938,1.1121154850711683,7,0.387,0.4222175726535319,0.07762552764071522,0.8364746128806206,0.16352538711937936,0.22112282913787548
5,5,0.5,40,20,0.43220171332359314,901.9095458984375,0.8311356454919046,6,0.4965,0.6377952229462384,0.10172769840819554,0.4836493562913149,0.5163506437086851,0.4186245216877063
5,10,0.0,10,5,0.5321030020713806,3524.352294921875,0.6051074422972209,50,0.17,0.8379003158008943,0.5031986787575243,0.19982664891131743,0.8001733510886826,0.7137574485490337
5,10,0.0,10,10,0.5793620347976685,3821.9482421875,0.5233460435875646,41,0.2425,0.9325614883488259,0.5487577807593541,0.0971591887759891,0.9028408112240109,0.7947200267773968
5,10,0.0,10,20,0.49529099464416504,2312.6240234375,0.6058014407541242,13,0.119,0.7641648289345909,0.3176946340072678,0.2006980999876514,0.7993019000123486,0.6270537876514024
5,10,0.0,20,5,0.48372599482536316,3406.094970703125,0.6977567907852774,31,0.1725,0.7409998088271132,0.4850946099822309,0.31616606387460716,0.6838339361253929,0.6366427849782457
5,10,0.0,20,10,0.3777354955673218,1502.5936279296875,0.7309759960128945,21,0.135,0.528697855953543,0.19368670395107204,0.3578792865231683,0.6421207134768316,0.4548350911271489
5,10,0.0,20,20,0.5026571154594421,2491.142578125,0.6138033402972739,12,0.125,0.7789193762301811,0.34502412258719,0.21074605312101916,0.7892539468789809,0.637732481898784
5,10,0.0,40,5,0.4600064754486084,2317.29541015625,0.6854158690505797,13,0.0985,0.6934889439839564,0.31840977877306514,0.300669617993959,0.699330382006041,0.5704097015876874
5,10,0.0,40,10,0.4360567629337311,2652.372314453125,0.7184388626484403,11,0.119,0.6455169958068817,0.3697068579221064,0.3421364584867102,0.6578635415132899,0.5576957984140927
5,10,0.0,40,20,0.5049600005149841,3095.0849609375,0.6097406015577157,8,0.0535,0.7835321198058544,0.43748194291235626,0.20564448839528526,0.7943555116047147,0.6717898581076418
5,10,0.1,10,5,0.4283120930194855,1830.8466796875,0.724080067720927,35,0.2275,0.6300042040126607,0.24393911634060567,0.34922009705007967,0.6507799029499204,0.5082410744343955
5,10,0.1,10,10,0.5061706304550171,1701.546142578125,0.5658749409733052,32,0.3245,0.7859570456461457,0.22414443696683237,0.15056255449451497,0.8494374455054851,0.619846309372821
5,10,0.1,10,20,0.5253239274024963,1635.6590576171875,0.5170666170495731,13,0.253,0.8243216384575974,0.21405775248097375,0.08927413808047273,0.9107258619195273,0.6497017509526994
5,10,0.1,20,5,0.44490665197372437,1552.6181640625,0.8040132373273465,23,0.2025,0.6632435726138348,0.20134498345793236,0.4495918572397484,0.5504081427602516,0.4716655662773396
5,10,0.1,20,10,0.5180836915969849,2299.586181640625,0.6249461143143997,18,0.305,0.809819242379313,0.3156986647416737,0.2247379897225774,0.7752620102774226,0.6335933057994697
5,10,0.1,20,20,0.524551510810852,1970.8125,0.6150237109267261,11,0.2315,0.8227744662866391,0.265366548881195,0.21227846762134517,0.7877215323786548,0.6252875158488296
5,10,0.1,40,5,0.4293951094150543,2213.7880859375,0.7391351490926192,8,0.07,0.6321735163319997,0.3025637943591396,0.368124702291132,0.631875297708868,0.5222042028000025
5,10,0.1,40,10,0.44561344385147095,2125.4599609375,0.7385926087621957,8,0.121,0.6646592966359989,0.2890416006146343,0.3674434365762025,0.6325565634237975,0.5287524868914769
5,10,0.1,40,20,0.5347921848297119,2176.747314453125,0.6333728559547537,10,0.2305,0.843286824546718,0.2968932054220636,0.23531941537191103,0.764680584628089,0.6349535381989568
5,10,0.5,10,5,0.41004806756973267,479.1263732910156,0.8704210489763294,34,0.4875,0.5934208470376634,0.03700362584451107,0.5329798797386973,0.4670201202613027,0.36581486438115907
5,10,0.5,10,10,0.38910895586013794,421.4150085449219,0.7352882095486593,15,0.444,0.5514792170000303,0.028168566169503886,0.3632941157490027,0.6367058842509973,0.4054512224735105
5,10,0.5,10,20,0.4097571074962616,662.3846435546875,0.8017272513996192,8,0.488,0.5928380458220964,0.06505871968679844,0.4467213538872031,0.553278646112797,0.4037251372072306
5,10,0.5,20,5,0.22962109744548798,267.0521240234375,1.0187308281614462,11,0.333,0.23202054817519435,0.00453708037197096,0.7192118740840804,0.2807881259159196,0.17244858482102832
5,10,0.5,20,10,0.4351232349872589,662.5045776367188,0.8088982407838432,9,0.466,0.6436471130580931,0.06507708045120723,0.4557259364696281,0.5442740635303719,0.4176660856798907
5,10,0.5,20,20,0.4097571074962616,662.3846435546875,0.8017272513996192,8,0.488,0.5928380458220964,0.06505871968679844,0.4467213538872031,0.553278646112797,0.4037251372072306
5,10,0.5,40,5,0.24176405370235443,678.0551147460938,1.2423423783613605,5,0.2905,0.2563432312933749,0.06745771941104124,1.0,0.0,0.10793365023480538
5,10,0.5,40,10,0.4351232349872589,662.5045776367188,0.8088982407838432,9,0.466,0.6436471130580931,0.06507708045120723,0.4557259364696281,0.5442740635303719,0.4176660856798907
5,10,0.5,40,20,0.4065397381782532,841.1580810546875,0.8830139053375586,6,0.468,0.586393564532639,0.09242722839505203,0.5487926789185102,0.45120732108148975,0.37667603800306027
15,2,0.0,10,5,0.5382851958274841,5985.2451171875,0.527897879106,51,0.25,0.8502834238780457,0.8799379056701105,0.1028749103635203,0.8971250896364797,0.875782139728212
15,2,0.0,10,10,0.4922131597995758,3943.114990234375,0.5318437338534296,31,0.217,0.7579998391222702,0.5673072545818937,0.10782970432955956,0.8921702956704405,0.7391591297915348
15,2,0.0,10,20,0.5615715384483337,3177.04345703125,0.48517310607755004,14,0.154,0.8969266234883575,0.45002900720459577,0.04922558438677084,0.9507744156132292,0.765910015435394
15,2,0.0,20,5,0.5397394895553589,4710.09228515625,0.5397237899256427,27,0.191,0.8531964151427431,0.684724165442055,0.1177246591056028,0.8822753408943972,0.8067319738263985
15,2,0.0,20,10,0.544845461845398,3146.6318359375,0.5044328717216161,15,0.1615,0.8634238213355806,0.44537327798455206,0.073409994789285,0.926590005210715,0.7451290348436159
15,2,0.0,20,20,0.5706944465637207,3428.812255859375,0.5040192807896946,13,0.148,0.9152000651868204,0.4885724097343708,0.07289065031639783,0.9271093496836021,0.7769606082015978
15,2,0.0,40,5,0.5474780797958374,3526.750244140625,0.5826526674682384,13,0.136,0.8686970291793101,0.5035657819188948,0.17163027830140437,0.8283697216985957,0.7335441775989335
15,2,0.0,40,10,0.5742068290710449,3794.732666015625,0.5258574764515895,12,0.1285,0.9222354661969475,0.5445913355431284,0.10031278494140519,0.8996872150585948,0.788838005599557
15,2,0.0,40,20,0.5731101036071777,3746.64599609375,0.5313816134738514,12,0.145,0.9200386942279966,0.5372297248759522,0.10724942162406724,0.8927505783759327,0.7833396658266272
15,2,0.1,10,5,0.45155924558639526,2577.573486328125,0.569767939591175,30,0.195,0.6765689048420167,0.3582558705297192,0.1554509772308525,0.8445490227691475,0.6264579327136277
15,2,0.1,10,10,0.5311265587806702,2601.064453125,0.46122738756227394,29,0.27,0.8359444724098425,0.36185211356412167,0.019157041775249288,0.9808429582247508,0.7262131813995716
15,2,0.1,10,20,0.48345234990119934,3494.93603515625,0.5904827887177164,7,0.1235,0.7404516903429038,0.498695329866223,0.18146253012099842,0.8185374698790016,0.6858948300293761
15,2,0.1,20,5,0.48287323117256165,3124.41650390625,0.627580452043095,23,0.1835,0.7392916992314731,0.44197232246981566,0.22804591703316865,0.7719540829668313,0.65107270155604
15,2,0.1,20,10,0.5287101864814758,3745.343017578125,0.4970607527229386,18,0.2395,0.8311044106912951,0.5370302512888789,0.06415285455740892,0.9358471454425911,0.7679939358075883
15,2,0.1,20,20,0.48345234990119934,3494.93603515625,0.5904827887177164,7,0.1235,0.7404516903429038,0.498695329866223,0.18146253012099842,0.8185374698790016,0.6858948300293761
15,2,0.1,40,5,0.5317395329475403,4573.94287109375,0.5545533582714544,14,0.2115,0.8371722769168365,0.6638809883095845,0.13634608854536026,0.8636539114546398,0.7882357255603535
15,2,0.1,40,10,0.4880520701408386,2871.933349609375,0.5441937055606164,11,0.171,0.7496650594314868,0.40331955892902754,0.12333751422433185,0.8766624857756682,0.6765490347120607
15,2,0.1,40,20,0.48345234990119934,3494.93603515625,0.5904827887177164,7,0.1235,0.7404516903429038,0.498695329866223,0.18146253012099842,0.8185374698790016,0.6858948300293761
15,2,0.5,10,5,0.33507218956947327,1170.34765625,0.66563301332462,30,0.337,0.44324205337887257,0.14282301359328214,0.275828365475513,0.7241716345244871,0.43674556716554724
15,2,0.5,10,10,0.21257661283016205,753.251708984375,0.7739495522123225,13,0.2975,0.19787996581273623,0.07896960100274254,0.41184100852899547,0.5881589914710046,0.28833618609549444
15,2,0.5,10,20,0.3161869943141937,1195.447265625,0.6339366712704574,13,0.385,0.40541447580200457,0.14666552446827413,0.23602739600045014,0.7639726039995498,0.43868420142327613
15,2,0.5,20,5,0.32238614559173584,1429.748291015625,0.695261327318737,14,0.274,0.41783155027182817,0.18253477743688737,0.3130325204175045,0.6869674795824955,0.4291112690970703
15,2,0.5,20,10,0.2220977395772934,833.8704833984375,0.8059722975939559,12,0.295,0.21695105063753398,0.09131156667983036,0.4520518413520441,0.5479481586479559,0.28540359198844006
15,2,0.5,20,20,0.4047275185585022,984.2650146484375,0.724158695790936,8,0.3895,0.5827636376335095,0.11433553542904314,0.34931883000194397,0.650681169998056,0.4492601143535362
15,2,0.5,40,5,0.3696459233760834,1711.88671875,0.7547295464293726,9,0.2175,0.5124942151920213,0.22572748058318795,0.3877065244244722,0.6122934755755278,0.450171723783579
15,2,0.5,40,10,0.31563979387283325,1144.0537109375,0.7990088717523218,7,0.2955,0.4043184179182571,0.13879766127404009,0.4433078954768025,0.5566921045231975,0.3666027279051649
15,2,0.5,40,20,0.38217103481292725,1403.2606201171875,0.800435061833693,6,0.3495,0.5375823658905784,0.17847976757757736,0.4450987566366579,0.5549012433633421,0.42365445894383263
15,5,0.0,10,5,0.5238497257232666,2702.77978515625,0.5902665534559961,40,0.265,0.8213687710060723,0.37742376106046843,0.18119100437091482,0.8188089956290852,0.6725338425652085
15,5,0.0,10,10,0.5179851055145264,2853.300537109375,0.5116358036311537,31,0.2525,0.8096217716816693,0.4004670529958376,0.08245468747251568,0.9175453125274843,0.7092113790683303
15,5,0.0,10,20,0.5186644792556763,3612.28369140625,0.5866376508352835,8,0.086,0.8109825764046096,0.5166601371490235,0.1766342059180161,0.8233657940819838,0.717002835878539
15,5,0.0,20,5,0.538525402545929,3017.0224609375,0.5523811003482958,23,0.229,0.8507645646951584,0.4255313184744386,0.13361839299160022,0.8663816070083998,0.7142258300593323
15,5,0.0,20,10,0.5477815866470337,4263.31689453125,0.5502560381117385,16,0.181,0.8693049619437612,0.6163271130614199,0.1309499608720422,0.8690500391279579,0.7848940380443795
15,5,0.0,20,20,0.5779578685760498,3626.3857421875,0.5421982374242208,11,0.177,0.9297489038898832,0.5188190266630816,0.12083181289610201,0.879168187103898,0.7759120392189542
15,5,0.0,40,5,0.5148144364356995,4159.00927734375,0.6220385972918799,14,0.155,0.8032708322855636,0.6003586114246301,0.22108703226938642,0.7789129677306136,0.7275141371469357
15,5,0.0,40,10,0.5457597970962524,4816.93798828125,0.619871706929976,13,0.163,0.8652552605749125,0.7010812238356772,0.21836607674074612,0.7816339232592538,0.7826568025566145
15,5,0.0,40,20,0.5186644792556763,3612.28369140625,0.5866376508352835,8,0.086,0.8109825764046096,0.5166601371490235,0.1766342059180161,0.8233657940819838,0.717002835878539
15,5,0.1,10,5,0.43381014466285706,1115.5516357421875,0.62459691763413,28,0.2125,0.6410169561843981,0.13443426532386593,0.22429950485298403,0.775700495147016,0.5170505722184267
15,5,0.1,10,10,0.504409909248352,1976.9708251953125,0.5491937069164252,27,0.3165,0.7824302715177321,0.2663093297500596,0.1296159958547282,0.8703840041452718,0.6397078684710211
15,5,0.1,10,20,0.5466817021369934,2251.5810546875,0.5549298285932703,12,0.253,0.8671018623164214,0.3083495375255154,0.13681882081715555,0.8631811791828444,0.6795441930082604
15,5,0.1,20,5,0.5057203769683838,1884.1346435546875,0.6278930359685184,15,0.188,0.7850551752410666,0.25209699551739456,0.2284384274134805,0.7715615725865195,0.6029045811149935
15,5,0.1,20,10,0.5026867389678955,2679.034423828125,0.6310476571121437,16,0.293,0.778978712951299,0.3737885726489382,0.23239967251956456,0.7676003274804355,0.6401225376935575
15,5,0.1,20,20,0.5481279492378235,2460.5615234375,0.5725545605501137,11,0.25,0.8699987359606945,0.3403424546994624,0.1589501259823319,0.8410498740176681,0.683797021559275
15,5,0.1,40,5,0.516609251499176,2532.7724609375,0.6421878563692337,11,0.1745,0.8068658973686641,0.3513972607122399,0.246388376005282,0.753611623994718,0.6372915940252073
15,5,0.1,40,10,0.5154821276664734,2373.8369140625,0.6437647736054395,11,0.2235,0.8046082366114434,0.3270657439079077,0.24836850464838148,0.7516314953516186,0.6277684919569899
15,5,0.1,40,20,0.47699543833732605,2529.792724609375,0.6904666334619234,7,0.171,0.7275183147654863,0.35094109149166103,0.3070118425894064,0.6929881574105936,0.5904825212225803
15,5,0.5,10,5,0.3680114448070526,586.2051391601562,0.8481119811012576,30,0.5135,0.5092203086195989,0.05339636392204915,0.5049664727658814,0.49503352723411864,0.35255006659192223
15,5,0.5,10,10,0.24093613028526306,349.0703125,0.8558275412807818,9,0.389,0.25468487738893353,0.01709328299886281,0.5146548707098303,0.4853451292901697,0.25237442989265535
15,5,0.5,10,20,0.24926407635211945,751.5228271484375,0.9396127930009299,5,0.2895,0.2713659877318046,0.07870492567824197,0.6198636749458424,0.3801363250541576,0.24340241282140138
15,5,0.5,20,5,0.2525687515735626,409.79718017578125,0.9499767703688479,9,0.357,0.2779853452028664,0.02638998742011993,0.6328776797214053,0.3671223202785947,0.22383255096719368
15,5,0.5,20,10,0.24093613028526306,349.0703125,0.8558275412807818,9,0.389,0.25468487738893353,0.01709328299886281,0.5146548707098303,0.4853451292901697,0.25237442989265535
15,5,0.5,20,20,0.24926407635211945,751.5228271484375,0.9396127930009299,5,0.2895,0.2713659877318046,0.07870492567824197,0.6198636749458424,0.3801363250541576,0.24340241282140138
15,5,0.5,40,5,0.25891560316085815,632.60205078125,1.0301632300782841,6,0.3155,0.29069826754981276,0.060499288704921196,0.7335674952766198,0.2664325047233802,0.20587668699270473
15,5,0.5,40,10,0.29801061749458313,961.6660766601562,1.12718943680545,4,0.29,0.36900668149985205,0.11087585349989995,0.855402913560223,0.14459708643977698,0.20815987381317633
15,5,0.5,40,20,0.3064761459827423,1010.2178344726562,1.0450095624630549,4,0.2765,0.3859633733045345,0.11830866468860031,0.7522099752528004,0.24779002474719958,0.2506873542467781
15,10,0.0,10,5,0.48172280192375183,2761.35205078125,0.6194849063438068,37,0.2,0.7369873570699121,0.3863906164514991,0.21788037279747255,0.7821196272025275,0.6351658669079795
15,10,0.0,10,10,0.5356384515762329,1999.8099365234375,0.5501284373790478,22,0.1825,0.8449819206562379,0.26980577992752275,0.1307897331442451,0.8692102668557549,0.6613326558131718
15,10,0.0,10,20,0.5851602554321289,2737.8203125,0.49729105767808324,14,0.221,0.9441754874572827,0.3827881316915876,0.06444204756504382,0.9355579524349562,0.7541738571946088
15,10,0.0,20,5,0.5315752029418945,2466.734619140625,0.6055033958883602,18,0.159,0.8368431192908367,0.34128749679223896,0.20032384624618804,0.799676153753812,0.6592689232789625
15,10,0.0,20,10,0.5594679713249207,2853.76806640625,0.5358912825778136,14,0.1545,0.8927131193400849,0.4005386272733803,0.11291219501421819,0.8870878049857818,0.7267798505330823
15,10,0.0,20,20,0.5866851210594177,3533.001220703125,0.5284158481346474,11,0.194,0.9472298362225909,0.5045227468286615,0.10352532199344895,0.896474678006551,0.782742420352601
15,10,0.0,40,5,0.5068912506103516,3137.541015625,0.7325170349905338,12,0.147,0.7874004680974835,0.4439815600740665,0.3598143629810161,0.6401856370189839,0.6238558883968446
15,10,0.0,40,10,0.5676088333129883,3611.62353515625,0.5728041273925293,11,0.1435,0.9090194950080894,0.5165590735216211,0.15926350606448772,0.8407364939355123,0.7554383541550742
15,10,0.0,40,20,0.531463623046875,3561.75537109375,0.5655931592622547,8,0.1125,0.836619621620952,0.5089247330877458,0.15020872233113838,0.8497912776688616,0.7317785441258531
15,10,0.1,10,5,0.46085983514785767,1650.5601806640625,0.6490156524041709,35,0.2855,0.6951982474774059,0.21633897233988686,0.25496201207672897,0.745037987923271,0.5521917359135212
15,10,0.1,10,10,0.49967560172080994,1322.4195556640625,0.587740890324342,22,0.2505,0.7729473203038291,0.16610377141500515,0.17801953931556289,0.8219804606844371,0.5870105174677571
15,10,0.1,10,20,0.5507120490074158,2098.16015625,0.5302866124027882,12,0.269,0.8751747605227541,0.2848622608157704,0.10587443317492462,0.8941255668250754,0.6847208627211998
15,10,0.1,20,5,0.4997609555721283,2649.51953125,0.6264720120653421,18,0.265,0.7731182864701083,0.3692701240144895,0.22665405340284514,0.7733459465971548,0.6385781190272508
15,10,0.1,20,10,0.526777446269989,2334.460205078125,0.6272781583866297,12,0.238,0.8272330776551429,0.3210375452123312,0.22766632810227813,0.7723336718977218,0.6402014315883986
15,10,0.1,20,20,0.5453199148178101,2370.79931640625,0.5701913855653259,11,0.2505,0.8643741639917137,0.32660071666969037,0.15598269664070485,0.8440173033592951,0.6783307280068996
15,10,0.1,40,5,0.5165655016899109,3027.989013671875,0.6590214612226635,15,0.2575,0.8067782652694679,0.4272101931339375,0.2675262660426164,0.7324737339573836,0.6554873974535963
15,10,0.1,40,10,0.526777446269989,2334.460205078125,0.6272781583866297,12,0.238,0.8272330776551429,0.3210375452123312,0.22766632810227813,0.7723336718977218,0.6402014315883986
15,10,0.1,40,20,0.4733525216579437,2438.946533203125,0.6922152420810619,7,0.1685,0.7202214501351417,0.33703340578967506,0.30920756341281364,0.6907924365871864,0.5826824308373344
15,10,0.5,10,5,0.2594653069972992,259.089599609375,0.8101649452031331,16,0.3905,0.29179933980435896,0.0033180938054350254,0.4573165321238501,0.5426834678761498,0.27926696716198124
